replicates,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
G3.iso1,32.9189,29.6936,31.9453,33.0029,34.5258,34.4641,34.0575,29.4381,33.8112,26.276,28.3478,24.4766,39.1876,35.6946,34.9909,29.8081,32.0725,34.0243,23.4593,25.6536,24.4804,32.3656,29.3603,31.8162,26.3318,28.7075,31.0548,18.7267,21.2291,22.1417,22.553,19.2147,21.0772,23.5298,24.5362,23.8005,22.1349,19.9324,19.5103,19.9498,24.2002,20.1551,22.4633,18.5977,21.0642,21.0862,24.6644,28.6789,22.1006,23.0981,22.6304,22.1401,25.2359,19.6306,21.8947,20.554,20.4705,23.0289,25.748,23.6515,24.6419,21.8794,22.5892,23.3248,23.43,24.7876,25.4041,26.2565,25.0665,20.1337,29.3521,27.9589,32.4316,28.027,30.049,31.6879,34.6098,26.6369,28.8099,28.4926,28.8952,25.0587,27.4631,24.7065,30.744,30.8312,30.7632,32.8809,34.3207,30.9348,30.7117,36.331,35.8795,36.9594,36.1462,31.3814,35.8306,35.7053,34.662,34.1525,32.1391,33.9205,37.9068,35.9177,36.7354,33.6959,35.7108,34.6231,31.4158,33.9145,36.9625,31.5262,32.8748,34.612,36.8768,38.4648,39.7594,35.2823,38.3797,38.4629,42.1398,35.0842,31.0164,36.1933,34.3475,36.9117,38.4333,42.8947,44.3258,42.5444,36.5688,38.0764,38.94,39.9653,36.3296,43.7128,45.094,41.9034,38.0193,37.3673,36.1973,36.9772,38.1371,34.4752,45.453,45.4388,44.7122,37.3463,35.2434,38.4956,35.6274,34.6479,35.3052,33.9719,32.8847,32.1781,26.8013,32.3463,29.1739,33.9714,26.2104,25.2907,32.8293,33.1085,31.113,25.7186,29.941,28.9951,27.8024,29.7504,33.8669,24.9951,31.0781,26.8641,27.0342,32.6651,30.7956,23.7733,30.4695,26.1942,27.8972,29.2082,28.5452,27.6809,31.4342,27.7418,23.7813,27.6402,26.8933,30.8321,28.8186,29.3155,30.6714,29.2297,28.7501,29.7215,27.9004,31.014,25.3861,28.932,30.6933,27.8513,30.8728,30.875,28.4047,27.2181,27.5577,30.07,29.3452,29.9783,33.1708,29.686,29.2597,27.7041,32.5544,32.3552,28.2272,31.291,27.912,27.7114,31.302,30.7509,25.7844,27.2527,32.6452,27.748,26.5355,29.7624,27.2319,28.8052,30.4715,24.6846,27.0741,26.4698
G3.iso2,6.34888,8.31527,8.19353,11.0028,7.93387,8.66957,8.56005,7.59594,8.5479,8.64017,7.92412,9.4094,10.0253,9.62708,11.1872,9.85909,7.55897,9.03967,6.90755,5.89072,6.78215,6.98884,8.09388,4.81474,9.27177,5.84853,6.48447,7.53254,6.07844,5.98948,7.20311,9.05702,7.84994,7.22178,7.0453,6.75103,4.34044,5.03954,7.06989,7.3137,4.62055,6.77966,6.55867,7.50906,6.31294,8.23444,6.14735,7.10403,6.09374,4.91674,6.82882,5.71579,4.73602,8.7822,4.33807,5.00445,6.33065,3.43134,6.24632,5.00735,3.91617,6.11995,5.39472,6.05343,4.64434,4.07344,5.50913,7.91657,5.30436,10.0295,4.71033,4.25828,4.94775,8.63631,9.57148,10.3091,6.13365,12.4867,8.22667,8.84554,8.15194,9.96349,9.7478,6.93878,11.5017,10.2078,10.1115,7.0528,11.0788,8.87031,12.7808,8.0807,8.42864,8.29315,8.22736,12.956,11.7062,13.3764,12.9383,9.26929,12.2315,7.12761,9.62207,13.9708,12.6419,14.1669,8.73565,10.2361,9.41312,9.68609,8.61958,10.2714,11.1357,10.9543,13.8798,9.28927,8.49855,12.581,9.77986,8.62567,9.60859,8.51621,11.2397,12.1784,12.4045,9.66765,15.1441,13.4882,11.2732,10.3057,13.5255,10.6753,13.6515,10.3536,12.2347,10.9192,12.8256,11.1363,15.731,12.027,10.647,12.5315,10.4434,13.157,14.8884,14.1287,12.5368,13.3697,11.5226,11.0809,13.0645,11.28,10.1363,8.93794,10.8656,9.96816,11.9401,11.0673,9.43579,7.07665,9.40976,10.8774,7.79364,7.7738,7.96817,9.86456,9.01923,8.04138,10.9748,9.75752,6.66009,9.47659,8.81415,8.10466,11.6451,8.56243,7.67543,10.2363,7.93679,10.3107,8.9543,7.05957,8.27792,10.5627,5.71558,9.88382,10.3662,9.33046,8.58231,7.18663,8.61306,9.5795,7.17375,10.4031,10.9896,5.61653,9.47515,6.54143,11.4327,9.69841,8.02528,11.1854,8.5909,6.48237,8.9477,10.1052,7.33587,6.9586,9.0123,7.98655,8.07893,8.79647,11.153,8.68798,7.64479,7.84832,8.53196,8.24659,9.12097,10.3912,8.95465,9.3591,8.76005,8.00075,6.91121,6.58226,6.94352,7.63846,7.14351,9.22375,6.33925,8.84177,7.1453,8.15751
G3.iso3,4.23332,2.94991,3.08099,2.59894,2.69986,2.73105,2.77416,3.62423,2.17765,2.73292,2.24125,2.71,2.04712,3.08802,2.49347,3.08144,2.9934,2.49344,1.72875,2.45801,2.19267,2.69454,2.63791,2.32726,2.2176,2.23897,2.3006,1.45581,1.28099,1.88373,2.29056,1.9002,1.6294,1.32833,1.90292,2.04261,1.89265,1.25923,2.34796,1.58588,1.55097,1.72322,1.7939,1.44347,1.32759,2.64736,2.08388,2.05254,1.44407,1.89265,1.53221,1.77276,1.67027,1.84191,2.81406,2.25163,1.90091,1.69796,1.65899,0.918708,2.0183,1.26394,1.54245,1.99507,2.98794,3.88419,2.13262,1.68478,2.44201,2.99145,1.98446,2.15625,4.07794,3.34585,4.14683,2.66892,2.78055,2.04502,2.68743,2.62386,2.90024,4.60156,3.69044,4.00415,4.85906,4.26355,4.37233,5.29019,4.11605,4.83805,5.10369,3.51428,5.13918,6.40713,7.51075,8.39591,7.96801,7.59556,6.87744,6.46498,7.13817,7.81152,7.74335,8.31481,8.38479,9.90975,8.63141,9.42681,9.83148,7.99767,8.97872,7.9875,6.53802,7.61201,6.45386,6.70032,7.40645,8.07436,7.90713,7.225,6.15835,7.07798,8.66165,6.17604,6.29612,8.16402,9.54602,6.56273,8.86242,5.36785,6.03896,7.14087,7.5554,6.99666,6.75927,7.85208,7.9223,7.95111,7.39706,7.68522,6.93342,6.55134,6.90944,7.18544,8.18613,8.50126,8.77895,7.786,8.03454,7.66652,6.7437,8.15182,7.95174,5.61212,5.93472,6.1367,4.94194,5.26554,5.04198,3.78563,5.24809,5.90392,5.32465,3.89073,6.10888,4.61829,4.30687,4.32013,4.60115,5.12555,3.57796,7.56204,4.67538,5.87778,6.34073,6.3829,7.10495,6.768,6.2833,5.35903,5.21403,6.08729,4.8818,4.91292,5.28346,7.88084,8.25949,7.41261,7.09358,6.02107,5.6638,6.4684,6.4129,5.65764,6.02926,6.44238,5.96042,5.69102,6.12276,4.52172,5.19715,4.57615,4.7072,4.65068,7.11102,6.00648,6.89741,4.1907,4.36187,3.99089,3.78153,5.83747,5.27107,4.92227,4.73863,4.61228,5.80577,4.46768,6.00534,4.47942,4.879,4.22837,4.56404,3.50683,3.58888,4.93261,6.17689,5.47737,3.77958,4.14715,4.0505,5.05456,4.8399,5.70236
G4.iso1,22.2146,19.5749,20.9208,7.36696,6.38843,7.10552,7.52545,6.59043,7.76977,0.727224,1.29609,0.8965,0.872238,1.34188,1.19021,0.602286,0.00177251,1.2132,1.14618,0.907136,0.918432,1.37686,1.53349,1.82669,1.60421,0.770983,1.32312,2.1166,2.06995,1.94791,2.16076,1.31391,1.85375,1.14544,1.15952,1.54337,1.42019,1.19841,1.73967,0.905308,1.22439,0.910383,1.16407,0.731261,0.608242,9.7842,11.7276,10.9401,4.57249,3.93216,5.27132,4.34219,4.3318,3.87665,12.0833,12.3305,12.3809,8.96555,10.2606,9.26237,6.34812,7.94856,7.48379,12.3911,9.49914,13.125,5.92761,6.20774,6.52938,11.1466,10.2823,10.5422,10.7277,10.2117,10.0842,6.81427,6.29564,5.8259,6.96509,6.25483,7.43226,1.08822,1.37556,1.45171,1.95402,1.22654,1.99305,2.18407,1.78003,1.28001,143.95,150.174,152.463,60.8112,61.3259,60.5815,53.6654,54.3792,57.6162,133.538,136.853,133.065,77.7362,73.3776,75.8939,112.365,115.52,113.169,317.264,318.408,328.894,137.342,139.927,136.683,88.9789,83.467,86.1278,376.699,379.53,375.56,287.984,286.823,292.561,146.723,148.21,144.168,436.786,433.236,432.495,232.591,235.834,232.643,209.709,210.758,211.354,261.443,274.709,263.516,174.976,174.044,173.635,190.325,194.88,187.269,175.297,176.806,174.867,116.628,112.09,106.256,113.639,114.878,106.401,111.686,108.688,107.436,69.7778,69.8787,73.819,63.4333,62.0027,59.8775,21.7727,24.8827,21.7747,6.91621,7.64074,7.52205,5.7167,5.13102,6.36405,98.2623,92.9167,97.6494,32.514,32.8967,29.9083,30.6189,32.5538,31.3973,115.071,118.234,120.524,32.3847,32.0953,34.2147,32.7899,35.1438,34.027,73.0536,73.5217,73.2927,31.3666,32.5102,30.7046,27.2627,26.9431,26.3285,178.562,177.861,177.759,82.6204,82.5989,84.9294,106.608,110.399,108.422,80.6422,74.9756,78.4665,69.006,67.6495,68.2883,65.9368,65.3268,67.5587,106.424,104.123,106.409,71.0046,69.2874,71.7782,54.729,56.6404,54.7187,57.7506,57.8715,60.7014,46.1421,47.1581,47.7742,57.6099,59.085,57.7603
G4.iso2,0.908798,2.07183,0.352187,0.860508,0,0.343446,0,0.903351,0.685569,0.410697,0,0.555217,0,0,0,0.722654,1.11191,0,0.300144,0.331783,0.53675,0,0,0,4.5114e-05,0.412298,0,0,0,0,0,0.466743,0,0.247469,0.173909,0,0.297009,0.964959,0.199562,0,0,0,0,0,0,1.20372,0,0,0,0.293352,0,0,0,0.274178,0.544052,0.5927,1.22976,0.811431,0,0.529698,1.10142,0,0.644603,0.857444,2.52882,0.832105,0.92421,0.966779,0.539036,0.435443,0.942959,0.352092,0.860536,0.50803,0.538684,0,0.627806,0.397557,0.549593,1.42488,0.654209,0,0,0,0.26954,0.668208,0,0,0,0.704898,13.7721,13.1386,11.7061,6.8822,5.8977,5.09777,11.5209,7.38645,6.61242,12.1896,9.66897,12.7812,2.10775,8.40723,5.0291,8.9502,10.0342,10.1084,30.5216,34.7693,28.7482,9.99234,12.1568,12.0634,5.91058,9.62289,8.81072,36.2812,34.6268,35.658,24.322,22.8559,20.9727,11.8496,7.98426,9.24834,34.8743,33.5391,38.5227,15.3891,16.2603,16.5781,13.2815,14.3369,13.3235,20.6376,20.652,24.501,12.0925,14.1703,13.458,15.1817,12.9942,15.8601,15.6151,20.0899,17.5627,6.95724,8.66839,7.59233,7.10753,5.8563,7.27622,6.6639,8.24489,7.65654,4.37184,5.41515,4.91713,4.17115,3.76318,4.71655,1.78871,1.7199,3.13372,0.369208,0,0,0.414086,0,0,8.83795,15.1342,12.1966,2.85789,1.55861,4.43936,2.30346,1.91199,3.62225,11.3575,8.79242,10.3102,2.48588,2.85566,1.86038,5.22434,3.94438,3.48965,7.83456,9.34415,8.42424,1.99036,1.51302,2.31678,2.15596,1.02738,1.52483,10.9424,15.1118,13.7612,4.72375,5.1748,3.86389,9.00068,8.46631,8.89374,6.49906,8.49004,4.5205,4.01392,4.39375,3.8397,4.5444,4.60072,3.71067,6.14665,9.73049,9.19798,5.31445,5.2797,4.91789,1.49064,1.90554,2.1919,6.36425,6.79401,2.77499,2.16005,3.63757,2.51565,5.03922,5.46008,6.90715
G5.iso1,14.2294,7.62412,13.065,6.08465,8.14636,6.94996,4.84467,4.99587,4.58105,8.94339,13.2428,11.5547,10.0319,10.3285,7.59883,12.8931,11.8106,7.03884,13.1481,8.92394,16.1912,5.13967,8.95003,14.427,9.35955,6.02576,10.9688,14.1619,12.4888,12.0974,7.41187,6.69375,9.65924,7.52444,7.99892,6.99175,13.1417,9.45959,11.8396,12.822,4.81793,8.37218,6.75651,7.55849,9.72193,12.3074,6.70828,9.68924,5.55962,4.66247,9.9681,7.70079,3.00824,0.598672,5.73416,6.14766,9.13967,8.29583,3.73396,8.13091,8.10452,6.20951,8.07536,4.81303,10.921,2.56541,5.76039,8.87637,4.40162,10.3905,8.1591,10.8858,10.0924,9.45544,9.54514,8.26224,8.86801,7.88363,7.31628,5.1124,8.88428,18.1587,9.1914,15.0505,14.4155,17.7072,16.4963,19.5005,16.0149,16.9119,23.8579,24.7798,20.6816,20.5289,17.0274,19.336,22.856,21.1481,18.5492,16.3401,17.6711,23.7046,17.7776,16.1055,9.88657,15.5391,16.0341,14.0106,24.9796,17.7203,19.0318,13.5722,12.2314,13.981,12.1116,14.3906,12.895,10.7059,15.3832,16.7957,12.4864,10.5759,10.8014,9.37618,7.46999,7.18953,15.4351,13.1799,16.7905,2.709,5.48559,4.22233,5.39835,4.51496,2.2402,9.76066,7.72388,2.42273,7.2601,5.3534,6.09398,3.27455,5.78318,4.57438,6.28557,9.35954,7.79358,3.80165,4.53066,7.60865,3.06162,1.91194,6.84609,2.04592e-09,2.27202,1.93509,4.38025,0,2.15811,6.62097,1.49414,5.32409,8.86529,8.2316,10.1799,4.92891,6.97858,6.2532,6.49359,8.17235,3.86146,16.6691,9.09287,13.6997,5.89863,3.53043,4.92686,3.80058,7.21858,3.81375,6.3847,10.6798,11.1168,4.22976,7.38513,5.27873,11.6459,9.81813,6.3209,13.5648,16.4686,10.8845,8.17589,2.85382,9.11516,7.85406,7.58945,5.08251,7.54987,8.23199,4.05173,6.80285,4.13586,1.84036,5.09636,4.04872,5.9117,2.99768,0.867818,2.99885,5.42175,1.76711,5.90898,3.68562,5.71269,7.53939,1.20734,5.42028,2.97062,6.09048,1.95149,6.07575,4.43182,0.687816,4.86636,1.9042,6.16063,0.0194162,4.04194,5.54613,4.56054,4.60409,5.92756,5.26935
G5.iso2,13.8394,18.9834,14.1588,6.03207,5.76832,3.83343,8.15344,8.54835,6.20436,20.0452,13.0622,16.6299,4.08526,5.66737,4.34072,5.53459,2.68654,5.01864,10.1932,16.2933,5.12489,8.58678,6.57813,5.2848,11.7674,6.17873,2.63374,16.1946,15.3496,16.7431,7.06183,10.9694,8.82608,7.96013,8.49951,5.01403,15.5925,15.5901,15.6706,4.30952,7.67316,10.9553,5.30895,7.46118,4.20514,3.02943,9.28764,7.31041,3.51267,3.82469,0.979004,4.45266,7.2312,4.79023,13.498,12.2383,10.1894,7.55728,10.724,7.40621,6.17526,9.72709,7.34524,16.4273,15.0543,25.5471,6.52636,6.80952,6.37055,5.63911,8.06532,5.26963,15.0091,12.516,14.3155,10.381,7.98506,9.57825,9.89812,9.28814,8.46842,6.19449,9.06993,6.60281,3.01278,4.12414,1.79834,1.55763,1.9877,2.10342,6.15322,3.10195,6.36839,3.03962,1.82543,2.28149,0.406459,0.076216,3.79369,1.77962,2.96636,1.18291,0.281655,2.23544e-07,4.20756,1.64064,0.778994,1.85941,0.0458112,3.45232,4.56483,0.783215,2.69853,2.42433,1.57295,0.423419,0.827491,2.91404,2.26464,2.8226,0.368011,1.61043,3.17662,1.10477,0.169375,3.31396,4.1724,2.40181,1.80295,6.91549,2.05169,4.18809,3.70226,1.50035,2.4109,0.726917,3.5323,4.963,3.67244,2.11468,2.80661,2.97921,1.72097,3.81267,0.000139313,0.250303,2.96776,4.5921,0.00127947,1.64099,3.90493,2.55699,3.97374,9.08484,5.34296,8.94765,2.57311,4.61011,3.33483,4.8394,3.88225,3.30414,7.11149,6.72086,4.29715,4.6882,3.01164,2.15834,2.69631,4.9506,5.11317,4.08656,7.41587,7.1459,3.34887,3.617,4.06478,2.40837,2.8944,4.4845,7.32389,4.15056,4.1084,3.37609,2.8351,3.41331,3.44316,5.51339,6.9336,4.83582,4.3229,8.33034,2.61933,4.19196,3.47975,5.3425,3.44683,5.17294,9.96184,8.0387,8.46885,1.61019,4.41888,4.28635,1.31768,6.61763,5.6421,5.52988,9.56549,4.54266,2.63626,3.91709,2.48995,3.73242,2.86927,2.4863,6.75434,6.76157,5.10018,5.36971,2.93932,1.97736,5.15512,2.61309,6.01806,9.54783,11.4088,12.4553,3.4776,2.71739,1.35377,4.56054,1.57749,5.54027
G5.iso3,7.51771,8.10765,10.7892,4.91958,3.52143,4.55612,3.88924,4.68254,5.57219,5.12437,7.71968,6.36194,4.85502,2.74208,4.96316,3.10553,5.74472,5.42219,5.98389,3.60561,7.39378,5.05475,3.97011,3.32961,1.08712,3.67875,2.23985,5.39753,5.11189,5.85819,6.81354,4.94533,3.34165,5.80452,3.49126,6.4075,2.99209,3.76228,3.26487,5.11328,3.00257,2.64357,5.12609,2.93618,4.16475,6.74803,6.37406,7.62972,2.2635,4.81046,5.4641,3.13506,2.13835,2.77629,6.47342,5.72505,6.39408,2.4113,1.56939,3.56491,2.74711,4.49108,1.98822,10.2412,9.91587,3.44398,3.19854,2.83688,2.54433,3.88111,5.1053,6.90442,7.35904,7.18748,7.53349,4.6981,5.43735,2.57541,2.92444,4.13544,2.88962,4.19886,5.41614,2.64768,5.28813,2.4055,3.75293,3.60519,4.1009,2.80796,0.452566,2.80563,2.507,2.75283,2.16394,2.01684,1.30719,1.44135,0.926264,3.07489,3.6234,2.67737,0.853489,0.844192,1.40215,1.37997,2.31527,2.14601,5.31077,6.7227,5.0649,0.393116,0.788073,0.930527,1.71402,2.28983,2.23105,4.07291,4.53464,3.38563,2.90324,2.53327,2.09463,2.78991,5.22363,3.04228,2.44678,4.86563,6.07221,4.28719,7.86774,6.45637,6.49405,7.08517,6.7429,8.86841,8.41779,8.36497,7.68818,11.3283,9.11953,9.08838,9.86205,9.73033,14.006,14.3489,12.2941,6.21527,7.61161,10.8165,8.25247,8.54454,7.96595,12.9868,15.7359,13.0095,9.36313,5.96731,9.72876,6.56903,7.91527,7.15661,10.764,8.15798,13.2438,4.31691,7.29786,5.87871,6.21024,3.18492,3.48616,6.89758,8.41454,6.25575,5.33816,5.96701,5.07654,3.85676,4.69904,5.60983,6.67436,5.47662,5.32584,5.13654,5.47044,4.98801,7.31827,8.3688,5.82026,6.87953,8.39876,6.23519,3.47395,3.55795,3.27258,3.20001,2.99322,3.73283,7.70068,9.27869,10.8715,4.72445,5.47019,4.76067,8.24918,4.74458,6.42386,8.92588,6.28561,12.8111,7.39814,6.6329,5.60459,6.10559,3.81056,3.82815,13.7344,9.62425,11.5885,3.54424,3.37605,6.28043,3.06184,2.72798,3.87202,11.7203,11.9742,16.6415,4.69431,7.84973,8.9926,9.83879,9.79818,7.65205
G5.iso4,3.95041,1.98774,0.000412879,2.90765,3.38785,3.36873,4.62513,3.44606,4.10199,3.68157,4.32809,0.393673,1.48181,1.89367,1.64577,1.0918,1.58705e-06,0.840496,1.57761,3.35795,0.656927,2.51754,1.61163,0,0.0825399,2.70102,0.502676,2.85786,4.91824,4.07484,1.35813,0,1.03461e-07,1.29881,1.85858,1.2562,4.49687,3.41599,0.000925785,0.449352,1.00893,0.0340438,0.328539,5.88633e-09,0.482415,2.53723,2.41833,1.07952,1.97259,1.39357,0.00159427,1.79712,3.90841,4.53037,2.87326,4.44408,2.10713,2.39338,5.21669,2.36618,1.8632,1.89936,2.73292,8.04431,6.67973,4.29453,3.70945,3.23431,5.36929,1.58953,2.00841,0.730638,3.00626,4.45677,2.73895,2.82873,2.67925,8.63188,3.93209,3.65889,2.10468,1.15096,1.57311,1.11318,0.516896,0.699377,0.722504,0.00020035,0.539391,0.414846,2.29779,0.477022,1.66984,0.00684758,0.647444,0.252232,0.173048,1.92353e-07,1.08754,0.427982,0.441903,0.123004,4.22796e-07,0,0.906799,0.390882,0.136805,0.40202,0.00071114,0.427268,1.05914,0.294656,1.77134,0.457116,0.529382,6.45807e-09,0.0879297,0.733947,9.9932e-05,0.00708276,0,3.31401e-08,0.176272,0.00587647,1.03192e-07,0.504912,0.000348254,0.799709,0.0163176,2.50898,2.60519e-09,0.000122662,0,2.40812e-09,0.637409,0.0864816,0.671252,1.38202,0.480747,0.125409,1.05061,0.538657,6.25309e-06,7.1465e-06,2.18644e-05,0,0.390593,1.5438,0.000265923,0,1.03716,0.715115,0.65611,1.22746,9.84506e-06,0.155747,1.56872e-06,2.26618,0,0.000699456,3.12442,4.98644e-07,0,1.14618,0.72156,2.05304,0.500191,0.853472,0.148024,0,2.35329,0,0.11459,3.76984e-05,1.19876e-06,0.443938,0.440826,0.300185,0,0.355898,1.48949,0.594859,0.706731,0,0.205506,0.645066,3.12064e-06,0.00175596,0.0204876,7.48486e-10,0,0,0.0311011,1.73095,4.92826e-05,0,0.513759,0.000313236,1.16497,0.00331687,0.327954,5.2571e-08,4.2679e-06,1.56036,0.00037172,0,6.27227e-10,1.79366,0.000832501,0.000335557,1.92896e-05,0.279862,0,0.57624,0.0161817,2.24558e-06,0,1.42409,0.951979,0.000105887,2.1648,0.00931371,1.10856,2.75062,2.94565e-05,1.20462,0.061647,0.00638567,0.0154998,0,0.000193592,0,0.096597,0.45826
G5.iso5,9.27804,11.7465,6.60168,7.55279,5.28454,4.78859,6.68988,7.10255,7.4006,15.3913,12.1646,10.175,7.99142,8.97579,9.20115,9.84011,5.73317,9.95773,10.7002,13.9371,13.5107,13.3913,6.64974,5.8177,7.38422,9.91852,5.86793,12.7858,13.4375,14.947,11.1474,10.307,8.073,11.9211,10.5369,9.94267,12.6397,13.201,14.7037,7.63722,12.3354,11.3106,6.84012,6.60962,6.68701,4.7099,9.313,6.3294,5.56404,2.71073,1.2858,4.10794,7.06633,8.96728,9.77316,10.9068,5.63251,5.56225,9.44382,5.48895,4.30861,0.000125723,5.6477,15.5221,11.062,15.6502,8.47004,4.95348,8.70008,3.47828,4.94485,3.71492,7.58356,7.00656,4.96835,5.59269,3.84572,6.95401,6.77265,6.29807,4.63105,8.32063,11.1676,9.02117,7.47671,5.73014,3.42147,6.77325,5.61234,5.8858,5.1094,3.30407,5.25967,3.91249,2.57302,1.7807,1.31007,2.60636,5.20629,7.35284,4.00085,2.00364,2.26522,1.11832,4.62742,2.98023,3.1471,3.74589,5.19986,10.1246,9.05698,1.66035,4.90939,3.89793,6.24608,3.23368,4.44635,4.87283,3.41057,2.32687,0.569226,3.11259,4.097,3.19915,3.05677,3.71913,4.79245,5.75283,3.77712,8.3256,6.255,6.32576,5.13655,5.02344,7.36829,5.78034,7.1428,11.7536,6.18629,6.02457,5.35689,7.68131,3.7056,7.48414,8.47387,4.77864,7.67503,10.3372,7.09979,5.37359,7.7476,9.08054,6.49729,16.7085,12.0405,15.3215,2.67286,7.8975,7.23681,4.43871,8.04864,5.87766,9.44146,11.9016,11.9615,9.74267,5.58022,8.25248,6.68209,6.67455,7.5311,6.23301,11.721,8.63043,6.49421,6.96724,5.45478,6.85818,4.31158,5.38301,7.97796,5.85377,6.05876,7.29463,7.71145,6.71299,12.8701,10.6702,9.11434,7.70226,4.73872,8.42702,6.01114,9.10594,3.37537,4.73701,5.04056,7.04377,11.6047,7.79955,11.7764,3.56566,5.06075,8.60687,7.05414,9.93019,8.61071,5.96639,10.5508,8.1386,5.01275,8.08634,3.91034,6.01943,7.49612,3.42163,9.06778,9.96314,7.93551,5.96688,10.0465,4.69637,6.74097,8.97707,4.97206,13.9162,11.9448,14.8431,4.55827,5.84464,6.77747,6.98902,5.41118,7.35945
G5.iso6,1.45698,3.99176,1.49209e-07,2.20985,3.25118,3.94864,1.78406,1.00558,2.31372,1.97626,2.01444,3.14983,1.51767,1.66715,2.30018,0.901474,0,0.348899,0.590313,0.694305,0.471055,0.550273,0.830137,0,0.00191259,1.77868,0.6807,0.809346,1.88139,1.0137,0.455749,0,0,0.304457,0.60407,0.71627,1.42949,0.604264,4.57175e-07,0.275543,0.134571,0.000564355,0.0522716,0,0.240734,0.0382069,0.7789,0.431741,2.41563,1.10791,0.000153694,1.77651,1.09572,0.624109,1.82953,0.996445,0.534704,1.63958,1.00759,1.2617,1.17341,0.381155,1.47746,1.29804,2.80565,4.47797,2.1306,2.29559,2.33585,1.04849,0.687946,0.444364,0.68848,1.6573,0.534826,0.902639,1.33986,0.00881801,1.33912,1.01957,0.645113,1.178,0.313453,0.69856,0.659838,0.701646,3.46988,2.2599e-06,1.60914,1.16175,2.81739,0.89323,2.14384,0.00035699,2.77467,0.374113,0.477443,3.28041e-09,1.57673,1.51157,0.496682,0.371978,8.1022e-10,1.15554e-05,0.717023,0.949675,0.836595,0.682994,0.0217094,0.388632,1.47813,2.63571,0.0542107,0.475629,1.66462,0,0.166132,0.740149,3.61281e-07,0.000489642,0,0,0.0746079,0.00117241,0,0.267396,1.82538,1.92831,0.00405931,0.432304,0,4.76453e-08,0,0.164819,0.144407,0.256235,0.441325,0.27406,0.212044,0.0403264,0.835666,0.00454795,1.86649e-09,0,0.00520649,0,0.145121,0.463617,0.334853,0,0.378792,0.13774,0.304348,0,0,0.00177599,0,0,0,1.08386e-06,1.04483,0,0,0.420733,0.542403,0.881224,0.345744,1.18617,0.0316952,0,0.921743,0,0.00775057,7.02934e-09,0,0.0942514,0.0837868,0.0804771,0,0.0456646,0.41808,0.45034,0.464311,0,0.0915057,0.256858,0,7.17468e-06,0.000241497,0,0,0,0.00397237,0.582049,4.25852e-08,0,0.225557,1.6653e-07,0.182407,1.232e-05,0.0161813,0,0,0.295849,3.84997e-06,0,0,0.465596,7.9027e-08,2.31276e-07,3.18072e-09,0.0212253,0,0.135812,0.000691141,0,0,0.380681,0.171635,7.55468e-07,0.869571,0.000545704,0.180384,0.629881,2.21532e-09,0.0514105,0.0010149,3.34448e-08,0.000340259,0,7.5405e-07,0,0.0405323,0.0570258
