"Targets","T9_biorep1_techrep1","T9_biorep1_techrep2","T9_biorep1_techrep3","T9_biorep2_techrep1","T9_biorep2_techrep2","T9_biorep2_techrep3","T9_biorep3_techrep1","T9_biorep3_techrep2","T9_biorep3_techrep3","T10_biorep1_techrep1","T10_biorep1_techrep2","T10_biorep1_techrep3","T10_biorep2_techrep1","T10_biorep2_techrep2","T10_biorep2_techrep3","T10_biorep3_techrep1","T10_biorep3_techrep2","T10_biorep3_techrep3"
"AT1G03960_P1",4.00501,0.824384,1.23614,1.11863,2.85948,1.2758,1.75281,4.55302,3.59007,0.835939,1.51454,1.36844,3.79499,1.46348,1.01151,1.93115,1.72865,0.965936
"AT1G03960_P2",3.21553,0.87457,0.0209726,0.775288,0.978812,0.414,1.98331,1.66437,2.70017,1.75332,3.40861,1.81889,1.56425,1.24448,2.6166,0.000107769,0.139142,1.32e-06
"AT1G03960_P3",3.5e-05,0.535666,1.70836,0,0,0.859954,0,0,0,0.444814,0,0,0.645212,1.30743,1.62e-07,2.10541,1.34964,0.797719
"AT1G04010_ID3",2.73623,5.07076,3.05986,3.80996,2.62071,3.60805,0.945335,3.60745,2.8136,1.61524,1.97616,2.06208,0.883667,2.10085,2.57639,2.37804,0.501641,0.773267
"AT1G04010_P1",5.46939,3.94732,4.66784,6.49351,7.80446,6.02026,7.3141,6.5657,6.19345,5.73869,6.12655,6.02513,6.02575,4.29952,4.41303,4.36588,6.48329,6.75253
"AT1G04020.1",1.38143,2.49526,2.93867,1.85511,2.80043,3.02078,0.918832,2.59193,1.45909,0,2.68276,1.31661,1.13382,2.55476,1.57365,2.66708,2.08834,1.26888
"AT1G04020_P1",9.47931,8.6777,7.26975,12.9971,11.8307,10.4439,14.2974,13.2595,15.0266,7.57721,4.80793,5.84113,8.09996,6.33034,7.05022,6.16924,7.51066,8.71857
"AT1G04030_P1",4.37802,2.00277,2.82956,4.22208,5.32584,4.60743,3.65669,4.69633,2.85563,0.0562417,2.8343,4.35959,3.57486,3.76428,4.0042,2.67958,4.25311,3.43412
"AT1G04030_s1",0,2.54729,1.40334,1.46253,0.513009,0.421039,1.07968,0,0.944967,2.49568,0.657373,0,1.36418,0,0.848615,1.41583,0,7.24e-10
"AT1G04160_c2",1.16895,0.46908,0.976012,0.641028,1.62628,1.48424,0.202664,1.53505,1.22032,1.07636,2.07581,0.850083,1.4316,1.48558,1.40923,2.39254,1.06738,2.13406
"AT1G04160_P1",2.47104,3.74474,2.4742,4.5246,3.05047,4.16733,5.33221,3.99474,3.97716,3.37159,2.71758,3.63666,7.15308,6.8219,7.44559,8.26077,8.7914,9.16558
"AT1G04280_c2",8.35e-09,1.5e-08,0,0.653303,0,0,0,0.727458,0,0,0.946175,0,0.710839,0.454244,0.942383,0,0.629832,7.68e-10
"AT1G04280_P1",4.60823,5.01713,5.35065,3.72023,3.13253,3.10635,3.15247,2.70157,2.44094,8.9423,8.28642,4.50373,4.7912,5.44769,5.86386,6.81804,2.78019,6.10817
"AT1G04280_P2",2.72313,2.17664,2.1608,0.361628,0.812935,2.01007,1.77477,1.2879,0.85099,9.40132,6.83749,8.16028,2.37183,2.75387,2.4138,1.35835,2.80718,2.44522
"AT1G04300.2",1.96937,8.25e-09,0.851053,0.548025,0,0.115704,9.78e-06,1.03394,0.705649,4.924,4.53687,3.49337,4.04907,1.21658,3.8919,4.42113,6.06285,3.43609
"AT1G04300_P1",17.1135,19.579,17.3134,15.5915,18.142,16.2634,14.3313,15.2951,16.7153,16.9506,18.0128,16.8908,16.0855,11.118,10.5398,13.5416,8.32553,12.4987
"AT1G04310_c2",7.12112,2.02818,4.46058,3.41443,0.496657,2.21175,2.70656,2.52187,2.4299,2.10499,1.59198,2.89297,2.45999,1.49859,1.75721,0.805098,1.68007,0.810291
"AT1G04310_P1",2.45575,5.6176,3.88219,1.74013,4.73998,3.37832,2.30135,2.68197,2.57421,2.93278,3.67003,2.80831,2.23284,2.29536,2.27898,1.64701,1.7011,3.11871
"AT1G04350_c1",38.6793,31.4928,30.3305,35.6057,39.1832,34.6744,37.5856,35.8583,40.9362,17.1653,18.9191,20.1991,21.9937,21.9854,19.0838,18.1132,18.2563,20.6584
"AT1G04350_ID2",9.86215,13.5186,14.1803,6.12591,9.83313,4.79217,4.94088,6.76013,9.34547,7.39605,7.91816,7.09011,9.18391,7.89103,8.96679,7.58156,8.54485,6.53592
"AT1G04350_P1",0.350412,3.51336,5.0325,10.597,1.60239,10.605,9.16221,10.7758,4.1208,4.96911,4.37299,3.17242,3.18419,1.92039,6.06213,10.3385,5.85538,5.38754
"AT1G04390_JS4",1.90887,0.690799,0.276056,0.768233,0.684709,0.750093,1.09266,0.407204,0.0864007,1.33903,0.960464,0.979073,1.4642,0.0566329,0.881531,1.09746,1.18556,0.957434
"AT1G04390_P1",3.82516,4.29485,4.57213,3.73193,4.65788,3.80703,3.57025,3.30552,3.46932,3.14812,2.98127,3.29421,2.62097,3.23765,3.05662,3.11282,2.81873,3.56385
"AT1G04425.1",0.867646,2.07255,0.336228,3.34259,3.74623,3.07163,1.44839,2.65579,1.03152,1.45191,3.19135,1.68271,4.56392,3.25895,5.4091,4.85607,2.19069,3.12821
"AT1G04425_s1",1.97295,4.16024,1.42653,3.21694,3.22042,3.41145,2.18953,4.46618,3.42975,2.74684,0.633945,1.46831,4.62775,2.94254,2.42095,2.13829,4.24488,4.01884
"AT1G04425_s3",1.90296,0,1.32132,3.08127,1.73593,0.925522,2.87492,0.850009,1.31689,0.407888,3.11332,2.11057,1.70846,1.78388,2.29226,0.797965,2.96852,1.61709
"AT1G04570_P1",10.7277,10.2117,10.0842,6.81427,6.29564,5.8259,6.96509,6.25483,7.43226,1.08822,1.37556,1.45171,1.95402,1.22654,1.99305,2.18407,1.78003,1.28001
"AT1G04570_P2",0.860536,0.50803,0.538684,0,0.627806,0.397557,0.549593,1.42488,0.654209,0,0,0,0.26954,0.668208,0,0,0,0.704898
"AT1G04600_JS2",0.0430006,0,0,0.349959,0.0419572,0,0.245871,0.0403772,0,0,1.09667,1.07596,0.0424135,0.0447667,0.0415574,0,0.0487884,0
"AT1G04600_P1",0.517607,0.418748,0.526098,0,0.376568,0.334493,0.25514,0.309028,0.47868,0.93347,2.2e-07,0,0.438944,0.509606,0.371013,0.655877,0.465171,0.645493
"AT1G04620_JC2",19.2919,19.6002,18.2962,21.8633,18.4255,29.8937,23.6882,20.944,21.8711,11.471,15.193,20.4556,20.6886,21.5397,19.7024,11.5775,12.9838,13.1799
"AT1G04620_P1",32.3427,35.13,33.1391,30.7146,34.4563,27.7161,32.2709,34.6537,33.6604,30.6278,25.3753,20.6017,26.5716,26.8437,27.3052,35.0525,32.1464,32.9775
"AT1G04810_c1",6.65467,10.6383,14.8756,3.61836,5.06093,7.88059,10.378,3.64133,7.98789,10.9113,9.52188,3.4492,9.53029,5.26759,9.68287,9.01996,7.48079,12.5747
"AT1G04810_P1",18.6318,15.0229,11.9525,21.3467,20.7482,17.374,16.2334,22.0253,18.8945,15.2292,13.5745,21.3527,18.6311,23.9591,20.3964,18.6435,20.9313,17.1787
"AT1G04830.2",7.09239,7.76545,11.8835,5.87151,4.94274,5.55782,10.2663,4.43842,4.69843,5.10552,5.15763,3.43543,4.35476,9.2373,5.42698,7.37234,3.98197,5.50248
"AT1G04830_P1",2.40222,3.40998,0.659337,4.61709,1.33784,5.74361,0.203836,6.86794,4.85016,2.89966,4.56277,4.13007,2.09972,4.94e-05,2.27257,2.1545,5.05176,3.00511
"AT1G04910.1",23.7056,17.8939,13.7617,19.6606,21.3731,21.8378,22.5834,18.9832,22.8501,19.6385,15.7827,23.4208,28.0704,26.9222,30.0923,30.5266,29.7299,37.288
"AT1G04910_ID1",8.6824,14.5215,17.3148,7.45416,8.40539,7.35947,5.97102,9.93998,8.29378,10.4265,14.0869,7.03347,9.9183,9.4856,7.88311,9.29517,10.6734,5.05693
"AT1G04970_P1",16.5363,14.042,16.3829,22.9337,22.3849,23.8976,20.8899,20.5754,21.8996,14.2323,10.0844,12.1194,12.1067,14.4341,12.7124,13.7561,12.7557,11.3838
"AT1G04970_P2",5.73213,3.82363,6.0964,3.4835,3.76568,2.6045,3.72978,2.15581,4.61252,3.5802,4.46105,3.53402,1.94306,3.52963,2.63756,2.13673,2.91344,4.29092
"AT1G04970_P3",3.73574,4.70634,4.72463,2.57911,2.40972,2.31831,3.03725,3.27027,3.41615,1.4636,2.15291,1.26701,2.99941,2.86515,2.79875,1.23174,2.2564,2.89702
"AT1G04990.1",22.2394,34.1771,37.0823,22.2406,40.2515,30.6755,40.212,42.4641,35.7022,22.2911,29.1414,19.3376,11.1642,15.7172,15.1277,22.3621,21.79,15.8959
"AT1G04990_P6",22.6435,12.6722,8.55781,26.7972,12.6272,20.8115,17.7618,11.6079,20.3118,3.44706,1.13221,10.5958,9.53436,6.4584,6.60864,2.05697,0.706539,8.69157
"AT1G05030_P1",10.4284,13.6829,10.5568,12.1204,10.6644,10.8331,12.9076,10.812,10.0098,9.52813,10.3891,9.22576,8.78175,9.20912,8.021,9.42292,9.08699,7.52537
"AT1G05030_s2",3.28323,1.32959,2.62958,0.409638,1.96902,2.02867,0.933425,1.34548,1.81178,1.04668,0.885723,0.526877,0.99237,1.29208,2.03231,1.00541,2.15764,2.3112
"AT1G05070_P1",28.939,28.281,27.1033,24.4479,26.4273,27.0516,25.3772,24.8733,26.7716,23.3632,20.095,23.0405,24.4025,25.6946,24.7084,22.8927,23.4129,22.4971
"AT1G05070_s1",2.22223,4.04664,4.20465,3.76222,3.15365,4.14351,3.20795,4.46903,3.89974,1.92993,2.39602,1.97893,2.14521,2.84366,2.09589,1.80559,1.7363,2.19314
"AT1G05160.1",7.64493,9.25277,9.45094,7.19068,8.10382,7.86442,8.08628,7.30261,7.5703,8.86022,9.57103,9.27402,8.51393,8.61129,7.0884,6.6727,9.1225,7.54794
"AT1G05160_ID3",0.702941,0.728985,1.50735,0.418578,0.306022,0.765891,0.719763,0.793571,0.746156,0.945725,0.815751,0.819734,1.20065,1.76527,1.13695,1.66193,0.933869,1.07173
"AT1G05200.2",13.4895,15.2646,15.9121,12.5186,12.5665,11.7042,12.1167,15.668,14.487,13.6492,11.0339,10.0879,8.65198,6.98328,9.44036,7.8269,8.82259,7.84976
"AT1G05200_ID1",8.82366,9.73117,7.43794,5.38949,4.4384,4.30652,6.17407,4.44926,5.62349,3.70997,5.44573,6.305,2.89279,4.52567,2.90111,3.77127,2.56637,3.15522
"AT1G05230.4",2.2792,1.55708,2.99082,1.97999,3.51137,4.08465,1.87955,4.67169,1.96388,1.6986,2.29965,2.28941,1.65689,1.73762,1.20111,0.814231,1.86661,0
"AT1G05230_ID6",0.393487,2.01848,1.20516,3.40603,1.93296,2.50393,2.13696,1.70004,3.07571,3.24813,1.18381,2.98274,3.28004,2.40445,1.64827,1.73343,1.53567,1.8832
"AT1G05230_P2",9.02994,7.69603,7.89299,10.5424,10.988,10.3547,10.8909,8.01708,10.2407,7.6199,8.30333,5.38119,6.21224,5.14103,6.10069,9.20319,8.24573,8.49396
"AT1G05310_P1",2.27948,0.999692,0,2.99839,3.69807,1.86334,1.14942,2.92983,0.928154,0.922665,2.41214,0.867236,3.28308,4.34928,3.36484,2.97933,2.16948,3.55527
"AT1G05310_s1",0,1.2972,2.91044,0,0,0.657019,1.74911,0.502723,1.99812,2.01114,0,2.47857,0,0,0.588316,0,0.979762,0.435975
"AT1G05320.2",3.60388,4.71228,1.92558,4.39935,3.14015,3.5059,6.21047,3.77271,3.95291,4.78122,3.82319,4.7958,4.6803,4.72585,5.40183,5.61278,7.34395,4.18114
"AT1G05320_P1",13.1857,12.8868,14.373,12.406,12.3868,13.586,9.99888,13.3962,12.2804,13.0429,10.767,9.84178,10.8335,9.47024,10.2598,11.7264,12.6569,12.9469
"AT1G05320_P4",0.613711,0,8.02e-05,0.424679,0.519889,0.784084,0.140436,0,0.444863,0.720732,3.06765,0.650509,3.27275,2.79149,1.72798,1.83213,1.05811,2.76447
"AT1G05360_P1",7.52456,8.15579,8.77124,8.84813,10.8948,9.91388,10.7546,10.0698,9.13948,6.59284,4.19756,5.08322,6.41208,7.37434,6.76172,5.84106,4.82123,5.96842
"AT1G05360_s2",0.526881,1.66047,2.63588,1.08224,0,0.530687,0.413787,0.0201834,1.8445,3.14152,3.45394,3.40846,3.84828,3.03135,4.00083,2.65076,2.91654,2.83949
"AT1G05380.1",2.54491,4.08514,3.96346,3.67768,4.02992,2.73846,2.13024,2.8784,2.66263,3.41767,2.53606,3.21031,2.44361,3.83584,2.86799,3.43607,3.19808,4.75622
"AT1G05380.2",12.8469,13.3148,12.6752,11.9673,12.2362,13.2989,13.6997,12.4382,12.7983,9.24472,10.8125,10.1703,15.1262,12.9884,13.792,13.6834,15.4014,13.0364
"AT1G05380_P3",1.51067,0.913275,0.750599,1.34157,0.32941,0.308053,0.354526,0.654318,0.329002,1.12568,0,0.519136,1.01558,1.37962,1.26733,2.27708,1.06536,2.27943
"AT1G05540_JS1",0.00902418,1.10428,0.209516,1.71187,0.336084,1.61567,1.3369,1.33447,1.3542,1.31591,1.35344,0,0.0405683,1.11582,0,0.357992,0.638815,5.28e-09
"AT1G05540_P1",3.22077,1.84126,2.59998,2.2198,2.73456,2.4721,3.80679,3.29421,5.08007,2.02247,3.3477,2.58217,2.42079,2.49882,2.68803,1.67604,2.82105,2.5582
"AT1G05540_P2",0.0196702,2.06614,0.805022,1.78289,1.64422,1.95858,1.10255,1.55837,0.732083,0.626881,0.5563,0.514038,0.861436,0.607101,0.899406,1.10371,0.506868,0.977371
"AT1G05590_P2",0.550468,1.36775,1.84799,1.37808,0.983133,0.674753,0.632216,0.703353,1.09335,0.388861,0.973448,0.778549,1.08392,1.07723,1.02905,0.434828,1.43588,0.45989
"AT1G05590_P3",9.9829,9.71397,10.2339,9.30771,9.46855,10.2656,8.92093,9.92694,9.36104,8.91219,7.80657,7.17058,9.68744,9.6531,8.13241,10.418,8.49645,10.0828
"AT1G05600.1",0.397083,1.25449,0,9.19e-05,0,0,0.214284,5.79e-05,0,0.000376599,0.269336,0.69185,2.99e-06,0,0,0,0.665879,0.655325
"AT1G05600.2",5.08382,4.13751,3.88956,4.52642,5.05035,6.06393,5.38505,3.61971,5.28353,4.11535,0.937886,2.93525,3.62302,2.81324,3.17012,2.7187,1.62987,3.18875
"AT1G05600_P2",1.88971,1.76831,2.66453,1.56745,1.11053,1.80587,0.972854,1.73899,0.75147,0.991627,2.99068,1.41378,1.77999,1.90254,1.70905,2.63848,2.45839,1.51563
"AT1G05630_P1",3.85707,1.92181,4.55765,1.28051,1.96474,2.29272,3.08808,1.23874,1.42102,6.82445,7.042,7.35375,6.31925,7.95949,4.9811,5.26569,6.77722,5.01024
"AT1G05630_P2",14.4539,17.1447,13.8024,10.8851,9.1038,9.53826,9.49179,11.4031,10.1209,34.0321,33.4688,34.3878,32.6973,30.5609,32.0283,36.9838,34.7449,37.3864
"AT1G05670_P1",4.05454,2.78931,3.26228,4.06808,1.89556,3.80164,4.82489,3.63136,3.33021,1.58713,2.16856,2.3142,1.63688,1.2729,3.08815,3.2931,2.25554,1.75421
"AT1G05670_P2",0.577261,1.33348,1.63076,0.543111,1.34293,1.19069,0.310035,1.29829,0.665161,1.01861,0.785079,1.00816,1.15545,0.391551,0.632801,0,1.0657,0.392205
"AT1G05710_P10",1.41411,0.304622,0.49429,0,2.05234,1.31944,2.05644,2.10541,0.278769,2.53009,0.162894,2.18778,0.000532005,1.86426,1.97205,0.58077,0,1.91482
"AT1G05710_P2",1.73166,1.02126,1.13257,3.60806,2.6324,5.20827,2.66593,0.769979,3.43501,3.98622,6.10666,3.84509,5.28008,2.87122,2.7683,6.81849,3.34419,3.22571
"AT1G05710_P3",5.16693,5.21368,6.57629,3.48848,6.27289,5.15359,7.32011,10.4413,5.42555,9.30967,6.9318,7.52027,5.0343,8.22908,8.17632,7.42757,9.162,10.9935
"AT1G05720_JS1",49.4286,40.7877,35.789,39.2014,35.7554,36.5975,29.674,36.6871,37.0977,42.3192,39.1283,33.927,33.5364,31.3068,35.9316,38.6517,38.9874,30.8466
"AT1G05720_P1",5.98009,7.38159,13.1057,3.18174,7.988,9.19832,10.9909,10.7903,4.77007,9.41678,9.12547,12.8446,6.2399,10.3398,7.57487,6.14253,7.79531,13.2147
"AT1G05750.1",4.33509,3.711,4.15324,4.36589,3.31748,3.29048,3.70299,2.89827,2.2886,2.8836,2.90366,3.20646,3.26471,3.63882,4.1338,3.4328,2.43643,2.90025
"AT1G05750_P2",0,0.910524,1.14722,0.780257,0.882824,0.722062,0.863814,1.56026,1.7485,0.880518,1.5059,0.537729,1.28115,1.38959,0.780104,0.519004,1.78925,1.03575
"AT1G05820_P1",0.746694,0.282503,0.779014,0.589741,0,0.923864,1.04514,0,0,0.877921,0.752772,0,0.635841,1.18282,0.81266,1.01232,0.544599,0.40305
"AT1G05820_P3",0.365851,0.762819,0,0.373871,0.387533,0.133667,0.229036,0.981047,0.378073,0,0.208616,0.179859,0.521725,0.337413,0.299628,0.704432,0.687668,0.706089
"AT1G05830_JC5",5.36862,2.00927,5.0985,2.87305,3.79876,2.61799,2.47424,3.40453,3.34625,2.53535,2.87408,1.95227,2.28636,3.28516,2.94534,3.56113,3.44246,4.42741
"AT1G05830_P1",4.96072,8.1464,5.03759,4.38809,4.52086,5.49496,5.31387,6.91939,4.8072,3.21868,7.12563,5.7452,5.35086,5.92154,4.79256,5.84596,5.87518,5.94269
"AT1G05830_P4",1.23634,0.788838,1.68695,1.31e-08,1.15816,0.0093172,1.1966,1.03456,0.578674,2.87451,1.32397,0.34061,1.4812,1.94808,1.61494,1.65038,1.86237,2.04698
"AT1G05860_P1",7.29229,8.3124,7.5932,7.02852,7.85565,7.30199,6.82116,11.0768,7.1165,4.27481,3.93856,3.82055,2.84145,2.4959,3.84958,5.06753,3.31026,4.58395
"AT1G05860_P2",4.88191,3.29574,4.4448,4.6975,4.5896,5.60942,3.95786,2.80831,4.3244,5.34661,6.03049,4.86214,3.67805,5.55198,1.69535,5.02576,4.83947,4.03274
"AT1G05870_P1",0.0225263,4.0836,2.06567,3.50553,4.13431,3.56437,3.85359,4.22217,2.57939,1.25731,1.14044,2.95812,0.00179198,2.20247,2.23429,1.64947,1.49446,2.04527
"AT1G05870_P2",10.96,10.1611,9.63181,14.7859,12.0197,8.83456,7.15581,2.10896,6.38046,5.77475,8.98135,5.6604,4.01584,0,1.00027,3.96399,2.52382,1.5666
"AT1G05870_s5",8.21495,8.93445,10.7052,10.5295,7.69623,8.98697,10.1507,12.9183,10.8688,2.70344,1.76102,5.91249,6.09488,5.52584,4.16131,3.86451,2.63391,3.67846
"AT1G05900_c1",2.18116,2.59243,2.20417,1.98696,3.47731,2.73688,2.64153,3.55524,2.63638,0.248089,0.631245,0,7.59e-08,1.35478,0.629517,0.808382,0,0
"AT1G05900_P2",6.69231,3.57372,5.09057,4.87369,6.25635,4.89483,5.74448,4.99451,5.11409,6.85433,7.0377,8.10945,7.8295,7.32054,6.9332,7.86955,6.48417,5.32508
"AT1G05900_s1",4.37563,4.28038,2.29976,2.37069,2.04397,2.00641,1.46537,2.10642,3.1622,1.12257,2.13057,0.706461,0.650417,1.54888,1.53464,0.29929,1.0662,0.598584
"AT1G05950_JS2",2.42212,2.54808,1.70349,1.25484,2.01538,1.14637,1.90119,1.25462,2.02132,1.02075,1.8779,0.936115,0.655202,0.735814,0.567115,0.665363,0.990076,1.13e-06
"AT1G05950_JS3",0.265185,0,0.566094,1.26472,0,0,0,0.678279,0.220924,0.47049,0.661253,0,0,0,0.516758,0.32309,0,0.479066
"AT1G05950_P1",2.6909,2.72763,3.26645,2.58419,1.90616,4.1781,2.80955,2.89658,1.65151,3.21516,1.88206,3.97944,2.06328,2.45742,1.66328,1.29285,2.22634,1.78618
"AT1G05950_P4",0,0,0.289595,0,0.612498,0.214308,0.39344,0,0.547481,0,0.795619,0.48587,0.694284,0.300737,0,0,0,0
"AT1G05970_P1",3.75065,1.9714,3.15282,3.97947,5.57296,4.9617,2.43587,3.66389,4.67918,0.853617,2.36123,1.89963,2.26799,2.35549,2.52179,1.46524,1.17803,1.81186
"AT1G05970_P2",5.77508,5.41581,6.45104,5.66714,4.20141,4.78403,6.06116,5.38332,5.66717,4.11557,2.89392,2.89678,3.19718,3.37046,3.46729,3.15751,2.81878,3.45045
"AT1G06040_c1",28.8957,29.8722,34.8285,35.1504,42.4592,39.1832,28.3314,11.1158,39.098,5.3093,0.359969,8.88298,9.01495,4.03039,4.70585,6.02023,0.187556,8.41024
"AT1G06040_c2",91.4821,85.9565,93.3486,70.7233,59.4721,60.5571,79.3445,98.4786,75.5142,33.0084,37.3189,26.6673,11.4819,14.5003,14.2031,12.3523,18.175,9.96258
"AT1G06050_JC3",1.86116,1.49302,2.24022,0.649334,0.763673,0.717797,0.714199,0.789555,1.02473,1.53591,1.60643,1.79928,0.661069,0.910362,0.679242,0.815862,0.715002,0.622938
"AT1G06050_P1",4.36313,4.60157,4.18083,3.13987,2.71922,3.37634,3.83763,3.47006,3.41359,6.02031,6.77797,5.57767,4.73708,3.80012,4.46448,3.72606,4.04734,4.08118
"AT1G06070_ID4",2.48205,1.38777,2.22672,0.738881,0.38823,1.69007,1.78068,1.80276,1.62392,0.472696,1.43102,1.0258,2.58361,4.31947,0.7135,2.21884,0.644466,1.4903
"AT1G06070_P1",12.3038,13.7254,11.6844,13.381,15.4626,13.2686,12.0064,11.5494,13.0041,13.6841,12.5455,11.2282,12.0165,10.6831,14.4704,14.5453,14.8903,15.0307
"AT1G06150_P1",16.2355,15.3668,16.4411,15.7171,16.1172,15.1059,13.7911,14.2407,15.1336,14.3179,12.0437,16.1044,15.968,15.5081,13.0962,14.9723,17.3062,14.634
"AT1G06150_P2",11.7554,11.5892,10.8081,10.0462,11.2273,13.5284,11.155,11.3039,10.4341,10.8269,13.6498,9.53347,10.8223,12.8056,14.9071,12.5088,11.657,13.1724
"AT1G06180_P1",9.59584,9.0626,8.63841,9.89434,9.47121,10.2304,8.18345,8.67949,11.1168,7.70403,5.92147,6.1823,6.28809,8.04206,6.93853,4.0828,6.69499,5.89269
"AT1G06180_s1",1.54719,1.85241,1.48787,1.75713,1.69735,1.69853,1.50093,1.29162,1.82963,0.586666,1.56619,0.5941,1.29909,0.707966,0.83907,0.825305,0.555148,0.622338
"AT1G06220_P1",30.6973,30.7265,28.6537,32.2453,31.21,34.2675,32.3568,29.4126,31.5128,28.1212,27.7499,29.3097,37.1229,39.2727,38.6387,37.7265,34.431,38.6968
"AT1G06220_P2",6.75237,6.50042,9.60303,6.97101,8.21268,6.51977,5.78115,8.28152,7.57455,4.54798,4.61835,4.36089,7.03961,6.75482,8.37669,6.78665,10.1184,6.23834
"AT1G06230_P1",5.13077,6.90248,5.56036,4.97429,7.07033,4.3146,6.21734,7.21962,4.59437,6.97435,15.6665,6.63036,10.2294,7.0572,10.5999,9.39364,7.83977,7.62171
"AT1G06230_P2",13.1442,17.7955,12.0345,7.15868,7.73207,12.1733,10.2247,10.1248,11.9497,15.1834,11.2846,14.518,16.3276,16.5586,15.3369,17.0637,17.3174,19.13
"AT1G06230_P3",9.04672,3.64323,7.38744,10.98,7.51619,6.83245,6.37102,4.84145,4.90511,5.69157,3.47986,7.22865,7.42323,7.91907,7.53428,6.42261,8.36155,4.8252
"AT1G06265.1",2.96116,3.07067,2.0776,2.77121,2.28623,1.43837,1.93839,0.802281,1.73777,0.835826,0,1.14881,0,0.0943796,1.08753,0.566368,1.48613,0.340129
"AT1G06265_ID2",1.13329,1.42122,0.694935,0.906567,1.25848,0.561103,1.04009,0.420066,1.54945,0.484359,1.19385,0.312952,0.567753,0.647721,0.789145,0.823072,0,2.0461
"AT1G06265_ID4",1.27564,0.555185,0.802844,0.710427,0.0110994,2.31675,1.74982,2.2705,1.37927,1.05021,1.64479,0.849014,1.4158,1.5293,0.333531,0.791154,1.09547,0.104987
"AT1G06270_c1",4.34811,3.7409,6.62695,5.46844,3.91359,4.73372,4.2798,4.5983,4.25074,4.40405,2.21634,1.9174,3.14968,2.22372,3.52266,1.58916,3.0844,1.36332
"AT1G06270_P1",2.08958,4.26716,1.52203,2.81612,4.39913,3.97386,3.75213,3.0454,3.67709,1.01539,3.45866,3.25066,1.68112,2.85733,0.974957,2.19502,2.03181,2.68322
"AT1G06370_c2",0.900472,0.869472,0.991277,1.92656,1.71e-05,1.05538,1.38112,0.690153,0.846273,0.837888,0,0.535236,0.43411,0,1.29983,1.26083,1.03643,0.528716
"AT1G06370_ID14",0,0.602017,0.568252,0,0,0.101165,0.400206,0.736312,0,0.089824,0.699334,0.692726,0.593695,1.26759,0.614322,1.26e-07,0.510575,0.830459
"AT1G06370_ID16",0.366058,0.261487,0.707579,0,0.35406,6.49e-07,0.0854992,0.393213,0,1.01331,0.695568,0.783785,0.92769,1.31217,0.524418,0.902255,0.594851,0.378887
"AT1G06370_ID19",1.59643,0.299709,0.953371,0.279457,1.13281,1.55192,0.144682,0.30465,0.929556,1.45661,0.684933,0.460863,1.73332,0,1.39175,1.0074,0.860244,0.839138
"AT1G06390_P1",44.0053,41.4662,44.9001,38.5189,39.1926,35.8729,41.9426,42.962,41.6474,39.0858,43.365,45.5344,47.6305,49.2904,50.3955,50.8484,53.2228,48.0214
"AT1G06390_P2",5.89955,5.39156,2.55451,3.19402,2.52574,1.6419,4.33755,2.68135,3.55726,13.9641,10.817,12.8883,17.7989,12.9056,14.9194,15.7225,10.7544,13.4107
"AT1G06470_ID4",17.1476,15.9888,18.383,14.696,10.2202,14.5286,13.2152,17.5485,14.2371,11.3234,12.8977,17.4317,24.0279,25.2335,22.507,27.6193,22.9457,29.4554
"AT1G06470_ID8",10.6961,11.972,10.5645,11.7451,18.3038,13.6448,13.6394,8.96351,13.7205,14.5336,14.7846,9.74923,19.0425,18.5266,19.4623,20.9929,25.067,19.0792
"AT1G06500.1",13.9968,13.3516,17.1772,13.6979,12.5233,14.4747,13.7834,14.6371,13.1256,10.5314,12.7307,13.9242,7.46717,8.09176,9.94517,12.6928,10.3318,8.37661
"AT1G06500_ID4",9.71064,11.1872,11.5197,11.9435,14.4208,9.97191,9.84967,10.7469,10.0667,12.2228,7.91007,8.9113,12.5789,10.74,9.79249,9.42303,12.4037,10.8269
"AT1G06515.2",22.4578,20.1243,25.7443,31.2297,21.5473,25.9122,25.5576,21.403,21.7559,36.6059,33.3131,38.6334,43.6702,41.4141,44.2284,44.0675,46.6409,48.7341
"AT1G06515_ID2",1.16067,2.16652,1.91014,1.58745,1.90296,1.37309,1.78744,1.21937,2.43741,5.49092,6.02474,6.76341,4.46156,6.49975,6.10181,5.22452,6.17108,5.52495
"AT1G06590_JS12",1.81797,1.25914,0.348672,1.82064,0.525702,1.77234,1.17804,1.19341,0.371247,0.956089,6.78e-06,0.468317,0.282006,0,0.731808,0.664521,0.194424,3.87e-08
"AT1G06590_P1",2.88493,5.09332,4.32228,2.59908,4.73998,3.31198,3.48686,4.89731,4.54147,3.56469,6.26959,4.49303,4.80585,5.38331,5.60546,4.95834,4.88301,4.71867
"AT1G06645.1",5.51899,1.69928,2.23568,1.55127,2.11251,2.23936,3.25514,4.43882,2.3174,2.59123,4.00307,2.7504,3.16869,3.94635,3.70682,2.74528,5.20547,2.53176
"AT1G06645_ID1",3.7508,4.27037,3.21827,1.96329,2.63684,3.10737,0.679697,3.51697,2.80635,8.27224,6.76305,6.59682,6.20875,9.30012,8.68337,8.58053,10.6617,7.70016
"AT1G06645_ID2",0.945799,2.0245,4.3748,5.29982,7.69564,2.82788,4.81138,4.34312,2.89527,7.84158,4.76272,8.78095,5.09909,7.45168,6.40407,9.10139,8.72549,7.15766
